"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","target.org.colour","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"649","#REF!","AMT4","AMT4_190","","1997-05-02",-42.6499,-29.3281,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.52,214.996323,36,"5",8.126129,0.028994,1,2,23.52,23.52,36.38,NA,0.12,0.26,"gC m-3",1.74e+11,1.26e+10,7.46e+08,NA,9.86e+08,NA,486000,4.26e+08,82800,6460000,1570000,496000,360000,284000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.370225812,"","Phytoplankton","phytoplankton","4","forestgreen",-1.370225812,-1.37022581164244,-1.38087916381534,5.75068825399569e-05,0.783572607977402,1.00777488770248
"650","#REF!","AMT4","AMT4_191","","1997-05-02",-42.6499,-29.3281,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.52,214.996323,36,"5",8.126129,0.028994,1,2,23.52,20.37,36.38,NA,0.37,0.26,"gC m-3",1.85e+11,5.38e+09,1.28e+09,NA,5.39e+08,NA,1070000,2.72e+08,NA,4400000,844000,304000,429000,50100,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.434863674,"","Phytoplankton","phytoplankton","4","forestgreen",-1.434863674,-1.43486367440252,-1.39934148848083,3.02663528675924e-06,0.896710813161246,0.975243511866081
"651","#REF!","AMT4","AMT4_192","","1997-05-03",-39.1871,-26.1029,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.31,217.392792,36,"4",8.156466,0.027001,1,2,25.31,25.31,36.75,NA,0.23,NA,"gC m-3",1.48e+11,2.38e+09,6.93e+08,NA,6.77e+08,NA,2440000,2.98e+08,497000,2950000,1480000,160000,362000,226000,57800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.329207728,"","Phytoplankton","phytoplankton","4","forestgreen",-1.329207728,-1.3292077281888,-1.30479041963929,5.05532551807658e-06,0.859929989628677,0.981630178755096
"652","#REF!","AMT4","AMT4_193","","1997-05-03",-39.1871,-26.1029,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.31,217.392792,36,"4",8.156466,0.027001,1,2,25.31,22.59,36.43,NA,0.34,NA,"gC m-3",1.78e+11,3.04e+09,3.93e+08,NA,5.71e+08,NA,2070000,2.86e+08,580000,749000,2340000,897000,502000,275000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.313536014,"","Phytoplankton","phytoplankton","4","forestgreen",-1.313536014,-1.31353601433212,-1.2928742905319,9.3923630526973e-06,0.843459722143379,0.984270150762612
"653","#REF!","AMT4","AMT4_194","","1997-05-04",-36.6299,-22.1545,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.32,232,36,"4",8.103653,0.026205,1,2,26.32,26.32,37.07,NA,0.1,NA,"gC m-3",1.2e+11,1.05e+09,6.62e+08,NA,9.77e+08,NA,1170000,3.27e+08,NA,2420000,1200000,352000,59200,12500,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.416572522,"","Phytoplankton","phytoplankton","4","forestgreen",-1.416572522,-1.41657252226343,-1.42488543029735,7.70632670733507e-06,0.875723471977123,1.00586832524862
"654","#REF!","AMT4","AMT4_195","","1997-05-04",-36.6299,-22.1545,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,110,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.32,232,36,"4",8.103653,0.026205,1,2,26.32,22.64,36.79,NA,0.34,NA,"gC m-3",3.85e+10,1.45e+08,5.48e+08,NA,1.19e+09,NA,291000,2.61e+08,310000,787000,228000,NA,148000,176000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.266860555,"","Phytoplankton","phytoplankton","4","forestgreen",-1.266860555,-1.26686055470132,-1.26686055470132,0.00083228395784711,0.728426679002208,0.999999999764233
"655","#REF!","AMT4","AMT4_196","","1997-05-05",-34.7646,-18.2723,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.76,186,37,"4",8.13287,0.024056,0,2,26.76,26.76,37.25,NA,0.16,0.63,"gC m-3",1.82e+11,1.69e+09,6.8e+08,NA,5.19e+08,NA,1460000,4.6e+08,NA,11500000,2390000,672000,333000,16700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.367021477,"","Phytoplankton","phytoplankton","4","forestgreen",-1.367021477,-1.36702147729874,-1.37197176096875,7.77966668145314e-05,0.837644254426479,1.0036212188704
"656","#REF!","AMT4","AMT4_197","","1997-05-05",-34.7646,-18.2723,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.76,186,37,"4",8.13287,0.024056,0,2,26.76,26.75,37.25,NA,0.17,0.63,"gC m-3",1.67e+11,1.41e+09,6.49e+08,NA,4.64e+08,NA,1070000,2.81e+08,NA,6460000,282000,576000,148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.392933615,"","Phytoplankton","phytoplankton","4","forestgreen",-1.392933615,-1.392933615151,-1.39648936217409,0.000294641235112836,0.822279204236128,1.00255270397368
"657","#REF!","AMT4","AMT4_198","","1997-05-06",-32.855,-14.1082,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.62,150.150116,37,"4",8.162937,0.023,0,2,26.62,26.62,37.07,NA,0.1,0.13,"gC m-3",1.16e+11,1.52e+09,5.35e+08,NA,3.72e+08,NA,1370000,1.64e+08,NA,5020000,844000,288000,133000,33500,NA,42200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.316326027,"","Phytoplankton","phytoplankton","4","forestgreen",-1.316326027,-1.31632602688342,-1.29450054955741,4.33476359151574e-06,0.889094798366947,0.983419398389975
"658","#REF!","AMT4","AMT4_199","","1997-05-06",-32.855,-14.1082,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,130,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.62,150.150116,37,"4",8.162937,0.023,0,2,26.62,23.59,37.03,NA,0.25,0.13,"gC m-3",6.82e+10,2.45e+08,4.29e+08,NA,4.86e+08,NA,390000,1.57e+08,82800,7970000,739000,144000,259000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.304329928,"","Phytoplankton","phytoplankton","4","forestgreen",-1.304329928,-1.30432992818673,-1.30318288044411,0.0010715002718425,0.713265850396203,0.999120584806597
"659","#REF!","AMT4","AMT4_200","","1997-05-07",-30.9468,-10.0303,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.62,202.078369,36,"4",8.213518,0.02409,0,2,27.62,27.62,36.66,NA,0.08,3.67,"gC m-3",1.31e+11,8.31e+08,7.02e+08,NA,3.61e+08,NA,1170000,1.73e+08,82800,4330000,670000,128000,301000,176000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.343140805,"","Phytoplankton","phytoplankton","4","forestgreen",-1.343140805,-1.34314080536633,-1.29864589621394,0.000109418611512794,0.790480581593074,0.966872491238135
"660","#REF!","AMT4","AMT4_201","","1997-05-07",-30.9468,-10.0303,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,120,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.62,202.078369,36,"4",8.213518,0.02409,0,2,27.62,22.5,36.77,NA,0.14,3.67,"gC m-3",3.5e+10,2.41e+08,6.67e+08,NA,2.27e+08,NA,1300000,80600000,414000,152000,1060000,64000,88800,50100,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.320242195,"","Phytoplankton","phytoplankton","4","forestgreen",-1.320242195,-1.32024219520179,-1.30844113452464,3.01183322314169e-06,0.872378943349941,0.991061442726147
"661","#REF!","AMT4","AMT4_202","","1997-05-08",-29.1212,-5.9151,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.23,282.94754,36,"4",8.253144,0.027972,0,1,28.23,28.23,35.94,NA,0.1,0.06,"gC m-3",9.58e+10,1.37e+09,6.49e+08,NA,4.97e+08,NA,926000,2.54e+08,166000,209000,721000,656000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.520581232,"","Phytoplankton","phytoplankton","4","forestgreen",-1.520581232,-1.52058123157293,-1.52471272190993,0.000741619706151525,0.777358883871267,1.00271704649708
"662","#REF!","AMT4","AMT4_203","","1997-05-08",-29.1212,-5.9151,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,110,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.23,282.94754,36,"4",8.253144,0.027972,0,1,28.23,21.14,35.95,NA,0.27,6.15,"gC m-3",3.72e+10,2.13e+08,1.09e+09,NA,3.63e+08,NA,681000,90400000,20700,133000,920000,95700,143000,75300,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.291520342,"","Phytoplankton","phytoplankton","4","forestgreen",-1.291520342,-1.29152034173918,-1.29000986314681,7.16111197759768e-05,0.774952210574939,0.998830464527681
"663","#REF!","AMT4","AMT4_204","","1997-05-09",-27.3388,-2.0159,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.72,371.695435,36,"4",8.238028,0.034502,0,1,27.72,27.72,36.04,NA,0.07,0.55,"gC m-3",1.07e+11,2.41e+09,7.94e+08,NA,5.53e+08,NA,975000,2.24e+08,166000,152000,633000,897000,276000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.467185605,"","Phytoplankton","phytoplankton","4","forestgreen",-1.467185605,-1.46718560544978,-1.46718560544978,0.000245359664346328,0.791478857724548,1.00000000030656
"664","#REF!","AMT4","AMT4_205","","1997-05-09",-27.3388,-2.0159,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.72,371.695435,36,"4",8.238028,0.034502,0,1,27.72,20.88,35.96,NA,0.42,6.25,"gC m-3",7.67e+10,4.85e+09,6.54e+09,NA,4.41e+08,57700,9670000,1.3e+08,NA,959000,950000,240000,138000,8370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.511341732,"","Phytoplankton","phytoplankton","4","forestgreen",-1.511341732,-1.51134173232031,-1.58199792909631,0.000152410656559896,0.776445953689818,1.04675064255839
"665","#REF!","AMT4","AMT4_206","","1997-05-10",-25.6283,1.8985,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.97,416.537994,35,"4",8.227102,0.036799,0,1.992523,27.97,27.97,35.69,NA,0.13,0.3,"gC m-3",2.06e+11,6.16e+09,9.82e+08,NA,1.77e+09,57700,5220000,4.07e+08,166000,7250000,2250000,464000,429000,50100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.367284557,"","Phytoplankton","phytoplankton","4","forestgreen",-1.367284557,-1.36728455701598,-1.42268442357511,0.00074034870672067,0.659912143621764,1.0405181688709
"666","#REF!","AMT4","AMT4_207","","1997-05-10",-25.6283,1.8985,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,72,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.97,416.537994,35,"4",8.227102,0.036799,0,1.992523,27.97,17.25,35.67,NA,0.64,1.77,"gC m-3",1.84e+11,7.04e+09,4.05e+09,2580000,1.2e+09,NA,5580000,3.67e+08,539000,1030000,3860000,1120000,306000,151000,92500,NA,6510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.271626545,"","Phytoplankton","phytoplankton","4","forestgreen",-1.271626545,-1.27162654512667,-1.34569701984216,6.59680892179121e-06,0.801074042535578,1.05824860697774
"667","#REF!","AMT4","AMT4_208","","1997-05-11",-23.6346,6.0823,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.39,391.001465,35,"4",8.24064,0.037297,0,2,27.39,27.39,35.5,NA,0.31,0.24,"gC m-3",1.26e+11,3.94e+10,9.61e+08,NA,2.16e+09,NA,1020000,5.3e+08,NA,5770000,2040000,592000,511000,83700,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42523547,"","Phytoplankton","phytoplankton","4","forestgreen",-1.42523547,-1.42523547008555,-1.50166833189198,5.90359636750391e-06,0.882103445999624,1.05362823442219
"668","#REF!","AMT4","AMT4_209","","1997-05-11",-23.6346,6.0823,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.39,391.001465,35,"4",8.24064,0.037297,0,2,27.39,26.72,36.11,NA,0.46,0.24,"gC m-3",2.29e+10,1.58e+09,1.04e+09,NA,1.02e+09,NA,2530000,5.83e+08,332000,75900,1430000,3030000,536000,176000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.265107088,"","Phytoplankton","phytoplankton","4","forestgreen",-1.265107088,-1.26510708763889,-1.25117901970883,4.40411620100381e-05,0.793623954959131,0.988990601330683
"670","#REF!","AMT4","AMT4_211","","1997-05-12",-21.0911,11.7395,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.6,860.466492,35,"4",8.198995,0.050076,1,2,25.6,15.81,35.62,NA,0.99,6.11,"gC m-3",NA,NA,NA,NA,6.26e+08,NA,3410000,2.98e+08,394000,8760000,3030000,1230000,725000,125000,NA,28200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.133283688,"","Phytoplankton","phytoplankton","4","forestgreen",-1.133283688,-1.13328368796333,-1.27261081676031,0.00233637729306043,0.706088343301626,1.1229410872455
"671","#REF!","AMT4","AMT4_212","","1997-05-13",-21.0081,13.7987,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24.54,818.587708,35,"4",8.1935,0.063013,1,2,24.54,24.54,36.07,NA,0.26,0.01,"gC m-3",1.22e+11,1.62e+10,2.66e+09,NA,9.18e+08,NA,3790000,6.24e+08,103000,94800,9390000,2030000,858000,452000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.391173705,"","Phytoplankton","phytoplankton","4","forestgreen",-1.391173705,-1.3911737052942,-1.37514843092755,6.07323056290351e-05,0.781458498134011,0.988480752608493
"672","#REF!","AMT4","AMT4_213","","1997-05-13",-21.0081,13.7987,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,30,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24.54,818.587708,35,"4",8.1935,0.063013,1,2,24.54,21.1,35.82,NA,0.36,3.12,"gC m-3",4.58e+09,5.99e+08,1.18e+08,NA,1.11e+09,173000,2390000,5.71e+08,82800,704000,1900000,768000,1670000,351000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.935654351,"","Phytoplankton","phytoplankton","4","forestgreen",-0.935654351,-0.935654350501169,-0.955887014808088,0.0049879929728212,0.52659389907027,1.02162407921949
"673","#REF!","AMT4","AMT4_214","","1997-05-14",-21.2207,17.7888,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.35,1085,36,"5",8.175474,0.062841,2,2,23.35,23.35,36.5,NA,0.19,6.53,"gC m-3",2.6e+11,5.34e+09,1.36e+09,NA,7.96e+08,NA,3930000,3.17e+08,NA,13100000,2270000,2790000,910000,335000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.321238811,"","Phytoplankton","phytoplankton","4","forestgreen",-1.321238811,-1.32123881108307,-1.30437595148068,3.33928333704567e-06,0.894679568144924,0.987237084334094
"674","#REF!","AMT4","AMT4_215","","1997-05-14",-21.2207,17.7888,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.35,1085,36,"5",8.175474,0.062841,2,2,23.35,18.99,36.28,NA,0.75,13.04,"gC m-3",2.94e+11,1.07e+10,1.5e+09,NA,1.02e+09,57700,3650000,5.37e+08,2500000,2550000,2610000,704000,554000,301000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.299793481,"","Phytoplankton","phytoplankton","4","forestgreen",-1.299793481,-1.2997934810314,-1.33207383393473,0.000866851885109061,0.650385783414841,1.024834986024
"675","#REF!","AMT4","AMT4_216","","1997-05-15",-21.7094,24.1693,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",22.37,369.100891,36,"5",8.218892,0.035729,1,1,22.37,22.37,37.09,NA,0.48,0.9,"gC m-3",4.21e+11,1.45e+10,2.95e+09,NA,8.06e+08,NA,4560000,4.28e+08,663000,1210000,7630000,2770000,2340000,594000,532000,NA,58600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.225655835,"","Phytoplankton","phytoplankton","4","forestgreen",-1.225655835,-1.22565583530014,-1.17479065901846,4.79525509973175e-06,0.835661108063871,0.958499625646103
"676","#REF!","AMT4","AMT4_217","","1997-05-15",-21.7094,24.1693,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",22.37,369.100891,36,"5",8.218892,0.035729,1,1,22.37,22.38,37.09,NA,0.81,0.9,"gC m-3",1.13e+11,2.91e+10,4.61e+09,NA,1.15e+09,NA,6870000,6.17e+08,186000,15600000,3560000,3470000,991000,389000,161000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.322406419,"","Phytoplankton","phytoplankton","4","forestgreen",-1.322406419,-1.32240641866815,-1.32751030929184,1.14458208220531e-05,0.837811623546922,1.00385954742696
"677","#REF!","AMT4","AMT4_218","","1997-05-16",-21.9679,27.958,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21.49,273.415161,36.060993,"5",8.231,0.027955,0,1,21.49,21.49,37.2,NA,0.09,0.05,"gC m-3",2.38e+11,4.75e+09,1.71e+09,NA,8.11e+08,NA,2050000,4.7e+08,82800,8830000,2180000,2740000,558000,100000,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.368475914,"","Phytoplankton","phytoplankton","4","forestgreen",-1.368475914,-1.36847591446206,-1.33581200218368,2.84578160846788e-05,0.809101311555322,0.976131175213131
"678","#REF!","AMT4","AMT4_219","","1997-05-16",-21.9679,27.958,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21.49,273.415161,36.060993,"5",8.231,0.027955,0,1,21.49,19.88,37.02,NA,0.24,0.05,"gC m-3",1.82e+11,4.95e+09,5.66e+08,NA,5.13e+08,NA,1270000,2.5e+08,NA,3680000,1710000,752000,303000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.290430521,"","Phytoplankton","phytoplankton","4","forestgreen",-1.290430521,-1.29043052127773,-1.26029439147277,6.27738574046442e-05,0.845082369779674,0.976646453228747
"679","#REF!","AMT4","AMT4_220","","1997-05-17",-21.5604,31.8029,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.15,273.934692,36,"5",8.245826,0.029873,0,1,20.15,20.15,36.51,NA,0.03,0.82,"gC m-3",8.74e+10,2.96e+09,1.1e+09,NA,9.71e+08,NA,1510000,7.65e+08,166000,9450000,1270000,2320000,442000,125000,46300,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.293241332,"","Phytoplankton","phytoplankton","4","forestgreen",-1.293241332,-1.29324133244041,-1.30747220709063,5.36968301687975e-06,0.832576032973663,1.01100403670878
