"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","slope_OSLR_max.to.NA","intercept_OSLR_max.to.NA","p_value_olsr","r.square.olsr","N.bins.used","x.value.of.maximum","rob_reg__slope","rob_reg_intercept","slope_ratio_OLSR_RR"
"2356","#REF!","sn010_2015_m119","#745","m119_026","15.09.18",-22.958,4.9745,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1314,2,"Estimated from Biovolume","Rainer Kiko",0.58344,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.7503,8.92871588999236,34.9282602750191,125.691352177235,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4101078619061,25.9459283654139,24.1933863292987,31.0510538601634,7.19589156253933,4.81369681905264,10.2359880057798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.427477537,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.427477537,-0.409526273648828,-0.411685750359885,0.0328813373529775,0.630904303802634,7,1.53e-05,-0.757078280871162,-1.82431300057338,1
"2357","#REF!","sn010_2015_m119","#747","m119_027","15.09.18",-22.9998333333333,5.01633333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4184,39,"Estimated from Biovolume","Rainer Kiko",0.4312,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.7377,4.72529915499759,34.9233152341864,204.766187831965,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7991655907065,41.121652993841,47.0030097749738,22.9514648056063,8.99750903966584,40.5224160444201,5.8280413618017,3.76999612855539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.700832744,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.700832744,-0.509023594606272,-0.631222241522725,0.0113168422400487,0.683982341708782,8,1.53e-05,-0.109913708791969,1.00860620867146,1
"2359","#REF!","sn010_2015_m119","#753","m119_029","15.09.19",-23,4.49616666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4169,1,"Estimated from Biovolume","Rainer Kiko",0.50424,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.7095,4.88056576987749,34.9228933941869,208.222474177276,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5755112654529,21.3298163872235,37.0378125883217,26.396644720504,15.310277047869,8.07149922380238,NA,NA,NA,10.1691755771481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.679884906,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.679884906,-0.393075197752998,-0.259099459020959,0.0371849862997957,0.702451412778014,6,1.53e-05,-1.88526893305361,-6.26030529498271,1
"2361","#REF!","sn010_2015_m119","#755","m119_031","15.09.20",-23,3.49883333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4375,3,"Estimated from Biovolume","Rainer Kiko",0.48576,"Night",NA,NA,NA,"",NA,NA,NA,NA,27.7303,4.70471927655678,34.9126625,210.590631868132,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7231092066924,33.3642007689111,32.4688648887921,30.8369966271933,24.8219901283185,19.6927871041264,3.97793379383635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.492154625,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.492154625,-0.420214069085951,-0.301512986104656,0.030805310998784,0.639756367520882,7,1.53e-05,-0.88482280244808,-2.40070540100934,1
"2363","#REF!","sn010_2015_m119","#758","m119_033","15.09.20",-23.0036666666667,2.49416666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4522,2,"Estimated from Biovolume","Rainer Kiko",0.78584,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.1676,4.57645305580159,34.8991941541187,213.853996899911,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7970637297327,107.352918000742,94.1062989135146,49.5971322448658,23.9643302934713,4.21688909715854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.586283106,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.586283106,-1.13134797010802,-2.88679954348128,0.0180121201899768,0.881322125797937,5,3.05e-05,-1.41702416865828,-4.07505512767973,0.92275364735787
"2366","#REF!","sn010_2015_m119","#762","m119_036","15.09.21",-22.9996666666667,1.33366666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4753,5,"Estimated from Biovolume","Rainer Kiko",0.27456,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.8641,4.43026691253951,34.9014157218124,217.32036459431,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7100405705615,156.775579816423,88.5723824314541,73.9863983077197,87.9624728225253,34.3458358825417,42.0357881765447,10.2311701196571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.319214949,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.319214949,-0.538118386170004,-0.211754289488955,0.0050104471768732,0.819899461084031,7,3.05e-05,-1.13440405435562,-3.14038064709434,0.999999999999998
"2367","#REF!","sn010_2015_m119","#764","m119_037","15.09.21",-23.0005,0.9915,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3299,3,"Estimated from Biovolume","Rainer Kiko",0.36696,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.8914,5.40010552855407,34.9173715066829,206.37104799514,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3433763714017,179.01412258264,104.852383317612,63.151456218401,64.3262021740552,14.8190843486181,33.4061823489457,NA,7.32130025622515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.325900006,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.325900006,-0.587000199735389,-0.446097533133252,0.0232545716377479,0.761712194866466,6,3.05e-05,-0.990939888956915,-2.70595703443546,1
"2368","#REF!","sn010_2015_m119","#765","m119_038","15.09.21",-22.9988333333333,0.66583,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3912,4,"Estimated from Biovolume","Rainer Kiko",0.22352,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.8925,4.99667160051216,34.9154644558259,212.036402048656,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.516741294294,105.064290972025,292.43659419091,218.059013487925,53.3983682371366,33.5643933512419,24.5777305544555,10.084990874471,14.9074022084548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.014603691,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.014603691,-0.816645497590361,-1.04347871392345,0.00100830567809731,0.903866385266794,7,6.1e-05,-1.19218794620662,-3.17842982763722,0.896298028842583
"2369","#REF!","sn010_2015_m119","#766","m119_039","15.09.21",-22.9998333333333,0.33333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3938,2,"Estimated from Biovolume","Rainer Kiko",0.38984,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.6467,4.9580573353674,34.9193326722604,213.661540808543,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4028030509656,76.8646742574853,114.315941063843,75.5622879446948,67.0221503977119,5.89570017226603,5.62313935349129,8.21962945405754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.935605939,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.935605939,-0.963805816760183,-1.97034750918282,0.019780801176522,0.779432085449305,6,6.1e-05,-1.04365323869176,-2.66740554182421,1
"2370","#REF!","sn010_2015_m119","#770","m119_040","15.09.22",-23.1065,0,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,810,2,"Estimated from Biovolume","Rainer Kiko",1.03048,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.1581,11.1649308933002,35.0285842431762,142.095334987593,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5004443472327,25.1576613213709,32.6424865114168,29.6655292599745,9.69994965005468,11.3579531623151,3.06497580239356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.837562154,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.837562154,-0.820886439683228,-1.86256329865559,0.0203434399223858,0.871568346322579,5,6.1e-05,-0.355682768378424,-0.465812249244722,1.01310506095987
"2371","#REF!","sn010_2015_m119","#774","m119_041","15.09.22",-23.1005,-0.001,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3954,2,"Estimated from Biovolume","Rainer Kiko",0.42504,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.339,4.95523262411348,34.9219845744681,214.5751443769,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9055218870863,72.3384453368921,84.7302856091661,57.3827084027312,41.6929597887777,25.5820656322843,15.3448214802585,7.08305501450825,6.85076091146681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74667501,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.74667501,-0.655740115087196,-0.801918443425685,2.45842497316994e-05,0.97799437779262,7,6.1e-05,-0.775064832949656,-2.21876759754121,0.926361360370709
"2372","#REF!","sn010_2015_m119","#780","m119_042","15.09.23",-23.0006666666667,-0.3335,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4650,2,"Estimated from Biovolume","Rainer Kiko",0.55,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.3642,4.49076172228202,34.9094435952637,219.792703982777,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1789362622891,32.0072344134401,35.1018484329115,29.0844131838122,8.14725409156588,6.39603033033287,2.85155261533413,3.40105030371508,NA,5.10280766948702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.906141097,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.906141097,-0.778062413530174,-1.74153852548076,0.00344728159854016,0.905675215997468,6,6.1e-05,-0.722158614414126,-1.71559962897485,0.953182200221189
"2375","#REF!","sn010_2015_m119","#783","m119_045","15.09.24",-22.9998333333333,-1.33316666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1656,2,"Estimated from Biovolume","Rainer Kiko",15.37448,"Day",NA,NA,NA,"",NA,NA,NA,NA,25.7995,7.39931108448173,34.8834155182744,165.272947872978,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13754610161557,5.3568970488115,5.48600356897675,7.77976552934744,4.16703592044438,2.029105186949,0.858419878412162,0.595924618753496,0.596997083625812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.848462884,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.848462884,-0.804954915830728,-2.32723533787028,0.00141893436738403,0.939123575656699,6,0.000122,-0.860111330529255,-2.24128610991819,1
"2379","#REF!","sn010_2015_m119","#788","m119_049","15.09.25",-23,-2.50183333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5731,11,"Estimated from Biovolume","Rainer Kiko",0.49632,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.8006,3.61373070866142,34.8567662817148,217.346874890639,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0876726165854,192.877943094402,130.453225394427,142.505557670082,128.138030528084,96.1879855017872,26.098557645302,26.1751917965336,15.1731539930729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.903161024,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.903161024,-0.535937252091137,-0.0227873899262049,0.000711340737283924,0.870684494465192,8,3.05e-05,-0.664377867183225,-2.19132936316388,1
"2382","#REF!","sn010_2015_m119","#792","m119_052","15.09.25",-23.0008333333333,-3.999,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5726,3,"Estimated from Biovolume","Rainer Kiko",0.5016,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.6489,3.63497100891764,34.8580679314566,215.773136912048,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.0279803926453,101.185114428823,169.543205457333,140.017559386837,65.124205164921,54.504101624799,16.2868511189507,7.71032456870645,6.35777062328142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.083299716,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.083299716,-0.87756446170854,-1.35917795585317,9.84071189256879e-05,0.961766028115506,7,6.1e-05,-0.214854273159292,-0.178884490003122,1
"2390","#REF!","sn001_2012_msm22","647-1b","c_msm22_008","12.10.27",-21.0011666666667,12.7498333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1010,1,"Estimated from Biovolume","Rainer Kiko",0.83002,"Night",NA,NA,NA,"",NA,NA,NA,NA,27.7394,10.4599602385685,35.1071877733598,78.837564612326,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1917139387063,33.4130942561619,51.4047131175333,34.6400256682391,21.9303537805249,22.2032283990911,6.52543863415089,6.21934771746198,3.55436237190739,6.59873749513428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.786126411,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.786126411,-0.528222883020902,-0.555092365552743,0.000963594376790257,0.857188397986927,8,6.1e-05,-1.98737470673396,-6.67403634885863,1
"2391","#REF!","sn001_2012_msm22","674-1a","c_msm22_007","12.10.27",-21.0006666666667,12.7496666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,120,1,"Estimated from Biovolume","Rainer Kiko",0.81404,"Night",NA,NA,NA,"",NA,NA,NA,NA,27.1272,20.6033836538461,35.6212134615384,158.341862745098,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4454654990968,62.9084562561311,63.4265403800128,14.5235686060065,11.4895755498408,3.50498330527079,3.28654584296141,NA,2.87668344265026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.552387055,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.552387055,-1.05879990521975,-2.80772233059796,0.011118277164399,0.913361816433684,5,6.1e-05,-0.637948159487133,-1.11942903869331,1
"2392","#REF!","sn001_2012_msm22","675-3","c_msm22_009","12.10.27",-21.2518333333333,10.9995,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1009,1,"Estimated from Biovolume","Rainer Kiko",0.7614,"Day",NA,NA,NA,"",NA,NA,NA,NA,23.1421,10.0462801990049,35.0537474626865,78.7284676616915,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5608755248616,26.3682303950453,72.798514879736,25.3803779932979,21.0740557987173,15.4920536054416,5.8391531324483,2.55501577923533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.997731694,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.997731694,-0.884550734567864,-1.90326361016674,0.000821850635351852,0.953553243086899,6,6.1e-05,-0.430387213373045,-0.773801940152926,1
"2393","#REF!","sn001_2012_msm22","676-1","c_msm22_010","12.10.27",-21.6523333333333,10.3398333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,202,2,"Estimated from Biovolume","Rainer Kiko",0.8037,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.6275,15.7985606060606,35.3676343434343,122.02,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9062004163335,41.2211572000983,47.7763007040218,23.1969729037609,6.28391042328476,11.4424949179088,4.96702553458413,NA,4.18053062513329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.648933595,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.648933595,-0.754883264509578,-1.60753362680111,0.0461017306678071,0.782916888986281,5,6.1e-05,-1.23100935012845,-3.64974807374693,1.02482944727617
"2398","#REF!","sn001_2012_msm22","679-2","c_msm22_016","12.10.29",-23.0053333333333,7.00416666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1310,1,"Estimated from Biovolume","Rainer Kiko",0.76046,"Night",NA,NA,NA,"",NA,NA,NA,NA,28.536,8.63318347360367,34.9124281560826,117.946503442999,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2493214074865,63.8560738790011,33.1149705351977,34.9484388528997,14.4962303796745,13.0540851407123,3.0221087751964,3.96516048919811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.893808183,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.893808183,-0.726923610196153,-1.45113281001058,0.000808272349955988,0.911895123191882,7,3.05e-05,-0.815203473055709,-2.26499582702638,1.01965512309341
"2399","#REF!","sn001_2012_msm22","680-1","c_msm22_017","12.10.29",-22.9996666666667,6.49983333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1314,3,"Estimated from Biovolume","Rainer Kiko",1.31882,"Day",NA,NA,NA,"",NA,NA,NA,NA,28.6079,8.6829995412844,34.9114668195718,117.061972477064,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5760990521224,7.54381045760795,24.4313014277237,20.6179134680388,23.1813006868088,2.94732891465534,1.57698967457908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.356534456,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.356534456,-1.07107344350697,-2.92235823374446,0.0391952453914342,0.804187141526194,5,6.1e-05,-0.580514763062032,-1.06152998936599,1.1101371883834
"2411","#REF!","sn001_2012_msm22","685-1","c_msm22_028","12.11.01",-22.4165,4.53316666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1311,1,"Estimated from Biovolume","Rainer Kiko",0.60818,"Night",NA,NA,NA,"",NA,NA,NA,NA,28.5866,8.6614246365723,34.8767020657995,130.27687834736,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3638827069413,65.0706607104992,57.1702347289905,44.2836283157414,37.790915516121,6.13549027236225,3.08510332598511,9.2727216245126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.630395247,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.630395247,-0.703769566321976,-1.25116201691661,0.0130079051257051,0.73987283192028,7,3.05e-05,-0.620647734039988,-1.49503279743379,0.919320478647616
"2412","#REF!","sn001_2012_msm22","685-1","c_msm22_030","12.11.01",-22.4163333333333,4.5505,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1322,5,"Estimated from Biovolume","Rainer Kiko",0.64672,"Day",NA,NA,NA,"",NA,NA,NA,NA,28.16,8.52495730593607,34.8758214611872,129.383911719939,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3638827069413,65.0706607104992,57.1702347289905,44.2836283157414,37.790915516121,6.13549027236225,3.08510332598511,9.2727216245126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.104114164,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.104114164,-0.703769566321976,-1.25116201691661,0.0130079051257051,0.73987283192028,7,3.05e-05,-1.03242934250329,-3.41825189960094,1
"2417","#REF!","sn001_2012_msm22","692","c_msm22_038","12.11.03",-23.0001666666667,2.50066666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4760,2,"Estimated from Biovolume","Rainer Kiko",0.80276,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.3616,4.4571720353238,34.8997258410429,214.735582278481,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1626748115864,61.577055766971,86.6550747448107,43.699351030271,28.0343989848368,3.05066128294525,6.95471378244609,NA,NA,4.20090039631571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93068695,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.93068695,-1.11143919428021,-2.74457098095241,0.0432177077298953,0.791632014935143,5,6.1e-05,-1.15754422313286,-3.74717009236772,0.999999999999996
"2418","#REF!","sn001_2012_msm22","690-1","c_msm22_035","12.11.03",-23,3.49983333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4371,2,"Estimated from Biovolume","Rainer Kiko",0.87138,"Night",NA,NA,NA,"",NA,NA,NA,NA,27.9697,4.68146783505154,34.9052517525773,209.406593356242,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8445326860721,68.9466096733091,49.154108366133,26.9732629410643,20.8978042206044,10.8050239996962,7.68365705315121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.949072682,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.949072682,-0.649948536924485,-1.07907275768845,3.65772896112893e-05,0.990140074345695,6,3.05e-05,-1.31190198345039,-4.18534429347762,0.999999999999999
"2419","#REF!","sn001_2012_msm22","691-1","c_msm22_036","12.11.03",-23,2.99966666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4627,3,"Estimated from Biovolume","Rainer Kiko",0.95974,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.553,4.54943959731543,34.9035579346178,212.486033773544,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6601671040614,104.489144702877,80.0487048797156,65.4086240550965,19.9554347266435,9.04223507786265,3.01736807967456,3.95934245162213,NA,4.29789424297991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.176194107,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.176194107,-0.945555154367779,-2.11988221413942,0.000398413145772766,0.933390911633728,7,3.05e-05,-1.22315868039555,-4.08150591481095,1
