ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,sizerangeminimum_g,sizerangeMax_g,size_range_minimum_micron,size_range_maximum_micron,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST_model,primprod,salinity,O2_dissolved,pH,chla_model,nitrate_model,silicate_model,SST_C_insitu,Temperature_C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m3_insitu,Nitrate__uM_L1_insitu,log_mm3_individual_insitu,-10.2041199826559,-9.90308998699194,-9.60205999132796,-9.30102999566398,-9,-8.69897000433602,-8.39794000867204,-8.09691001300806,-7.79588001734408,-7.4948500216801,-7.19382002601611,-6.89279003035213,-6.59176003468815,-6.29073003902417,-5.98970004336019,-5.68867004769621,-5.38764005203223,-5.08661005636825,-4.78558006070427,-4.48455006504029,-4.1835200693763,-3.88249007371232,-3.58146007804834,-3.28043008238437,-2.97940008672038,-2.6783700910564,-2.37734009539242,-2.07631009972843,-1.77528010406445,-1.47425010840047,-1.17322011273649,-0.872190117072509,-0.571160121408528,-0.270130125744547,0.0308998699194346,0.33192986558341,0.632959861247397,0.933989856911378,1.23501985257536,1.53604984823934,1.83707984390332,2.1381098395673,2.43913983523128,2.74016983089526,3.04119982655924,3.34222982222323,3.64325981788721,3.94428981355119,4.24531980921517,4.54634980487915,4.84737980054313,5.14840979620711,5.4494397918711,5.75046978753507,6.05149978325976,6.35252977892375,slope,Std.Error,minimum,maximum,comment,Conductivity_Mathilde,Salinity_Mathilde,Oxygen_Mathilde,AOU_Mathilde,MLD_Mathilde,Phosphates_Mathilde,Silicates_Mathilde,Temperature_Mathilde,Nitrates_Mathilde,Biomass_phytoplankton__ug_m3,,,,,,,,,,,,,
2437,sn010_2014_m106,m106_407-1,m106_089,14.05.15,-35.68,-10.3791666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,2326,3,Estimated,from,Biovolume,Rainer,Kiko,0.35728,Night,27,364,36,4,8.1115,0.030258,0,2,27.7892,6.93810706591986,34.9867588108574,210.454028436019,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.05876840287,651.681979524391,287.262882663602,82.5984408085748,33.0640220029386,10.2130923878317,2.98074642203591,3.3237071604568,,,,,,,,,,,,,,,,,-1.14705,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2438,sn010_2014_m106,m106_410,m106_090,14.05.15,-35.5816666666667,-10.4555,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,2894,4,Estimated,from,Biovolume,Rainer,Kiko,0.3652,Day,27,357.08,36,4,8.1133,0.028323,0,2,27.8057,6.08523175207756,34.9855522160665,219.07779432133,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.670934908876,876.075674156618,265.122606046272,77.8391852810343,26.5192703346426,7.11847230755833,3.84810882822284,3.93464531458375,,,,,,3.6839686544819,6.8230569556118,,,,,,,,,,-0.49925,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2439,sn010_2014_m106,m106_411-1,m106_091,14.05.15,-35.4886666666667,-10.5335,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,1062,4,Estimated,from,Biovolume,Rainer,Kiko,0.91608,Night,27,309.36,36,4,8.1158,0.027296,0,2,27.6986,10.2778209280303,35.1088548295455,187.779346590909,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.427312752113,234.601247811407,73.3277391547687,24.479947296201,5.5239615651548,1.62213901087119,1.09593131528588,,,,,,,,,,,,,,,,,,-1.28931,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2440,sn010_2014_m106,m106_411-3,m106_092,14.05.16,-35.4888333333333,-10.5333333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3243,4,Estimated,from,Biovolume,Rainer,Kiko,0.57288,Night,27,309.36,36,4,8.1158,0.027296,0,2,27.6567,5.62851599752934,34.9711380172946,222.512838171711,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.733779495012,453.763371625649,142.231268675978,49.6064684344221,12.3771210924874,1.88113992055776,2.57996442063487,,,,,,,,,,,,,,,,,,-1.30021,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2441,sn010_2014_m106,m106_412-1,m106_093,14.05.16,-35.3935,-10.6081666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3554,5,Estimated,from,Biovolume,Rainer,Kiko,0.46552,Night,27,306.63,36,4,8.1164,0.027025,0,2,28.0096,5.37246322617033,34.9661155386351,222.430693739425,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.303832776552,803.814448512635,181.055035502538,61.2598879864703,15.3134115882751,2.45697462675565,,,2.33609541017122,,,,,,,,,,,,,,,,-1.11441,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2442,sn010_2014_m106,m106_413-1,m106_094,14.05.16,-35.2943333333333,-10.6893333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,2173,3,Estimated,from,Biovolume,Rainer,Kiko,6.77512,Day,27,306,36,4,8.1183,0.02689,0,2,28.0515,6.91850364797082,34.9851761057911,197.933264933881,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.20732861240954,21.8422903378484,8.21471448919121,2.31265742213024,1.5297457416988,0.650951297879593,,0.227890946867005,,,,,,,,,,,,,,,,,-0.90591,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2443,sn010_2014_m106,m106_414-1,m106_095,14.05.17,-35.1936666666667,-10.773,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3908,2,Estimated,from,Biovolume,Rainer,Kiko,0.42592,Night,27,306,36,4,8.12,0.026469,0,2,28.0534,5.06819521004098,34.9493044313525,220.322085040984,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2267209032163,68.0729651026349,26.1124812245958,11.9032081447001,17.4527192059363,7.04099057334719,,3.53606875725522,,,,,,,,,,,,,,,,,-0.41586,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2444,sn010_2014_m106,m106_415-1,m106_096,14.05.17,-35.0936666666667,-10.8565,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3994,4,Estimated,from,Biovolume,Rainer,Kiko,0.47344,Night,27,306,36,4,8.1207,0.026175,0,2,28.0832,4.93157047165078,34.9423367787255,219.48667837431,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2191264181656,22.6433696967364,51.9193178068328,10.1306993004252,17.9301175696254,8.85978921751229,3.79203018328459,,,,,,,,,,,,,,,,,,-0.37612,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2445,sn010_2014_m106,m106_416-2,m106_097,14.05.17,-34.9935,-10.9396666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,979,3,Estimated,from,Biovolume,Rainer,Kiko,13.3232,Day,27,295.4,36,4,8.1235,0.026,0,2,28.0849,10.4972094608342,35.1083779247202,156.433784333672,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138064755535079,0.835139467743721,1.14471836583978,0.352795583401416,0.179201854900735,0.0760244527139888,0.35570269926831,,,,,,0.110269602949529,,,,,,,,,,,,-0.17109,,,,,5.93945407867432,36.6570129394531,0.196242734789848,-3.60008811950684,47.7410049438477,0.181201085448265,2.37964153289795,27.9125995635986,1.58417415618897,NaN,,,,,,
2446,sn010_2014_m106,m106_417-1,m106_098,14.05.17,-34.7318333333333,-11.1263333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4291,1,Estimated,from,Biovolume,Rainer,Kiko,0.43736,Night,27,297.5,36,4,8.1278,0.025918,0,2,27.9261,4.63300601679104,34.9204156716418,220.017192164179,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.088438818799,20.4771181184625,40.8054921193605,10.611883038428,13.7594986280856,5.64750522826266,7.46271767719467,2.33220731981711,,,,,,,,,,,,,,,,,-0.38194,,,,,5.93176126480103,36.766788482666,0.195865496993065,-2.75388193130493,53.2837104797363,0.210804030299187,2.14212584495544,27.8637104034424,1.00200724601746,NaN,,,,,,
2447,sn010_2014_m106,m106_418-1,m106_099,14.05.18,-34.471,-11.3135,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4681,10,Estimated,from,Biovolume,Rainer,Kiko,0.3256,Night,27,291.32,36,4,8.1322,0.025,0,2,27.8544,4.32362677806341,34.897731083976,221.572086546701,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7933166335369,75.1929102055996,,20.7366062367503,,,,,4.61693736764882,,,,,,,,,,,,,,,-0.53927,,,,,5.93176126480103,36.766788482666,0.195865496993065,-2.75388193130493,53.2837104797363,0.210804030299187,2.14212584495544,27.8637104034424,1.00200724601746,NaN,,,,,,
2448,sn010_2014_m106,m106_419-1,m106_100,14.05.18,-34.2171666666667,-11.5,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4630,2,Estimated,from,Biovolume,Rainer,Kiko,0.45144,Day,27,288.1,36,4,8.1371,0.024968,0,2,27.771,4.37998216216216,34.8743775783784,219.72369536997,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5781783328564,21.921982412378,14.8143493283866,22.7770341902252,6.85767803674883,6.1415072953406,6.31360405074135,,,2.47133640015018,,,,,,,,,,,,,,,-0.32493,,,,,5.93176126480103,36.766788482666,0.195865496993065,-2.75388193130493,53.2837104797363,0.210804030299187,2.14212584495544,27.8637104034424,1.00200724601746,NaN,,,,,,
2449,sn010_2014_m106,m106_420-1,m106_101,14.05.19,-35.3801666666667,-10.6178333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3558,5,Estimated,from,Biovolume,Rainer,Kiko,0.26048,Night,27,306.63,36,4,8.1164,0.027025,0,2,28.0389,5.37444838073782,34.9659854125599,219.334288932695,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.231313935416,758.036111590098,231.948297585432,54.2085516387285,15.4697444935428,,,,,,,,,,,,,,,,,,,,-1.25398,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2450,sn010_2014_m106,m106_421-1,m106_102,14.05.19,-35.4886666666667,-10.5326666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3223,2,Estimated,from,Biovolume,Rainer,Kiko,0.35288,Night,27,309.36,36,4,8.1158,0.027296,0,2,27.9659,5.70081202610317,34.9693023617153,218.504555624612,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.240614179739,1526.15050832873,444.398188887135,114.924433641912,42.7532074545802,5.86910552359896,,,,,,,,,,,,,,,,,,,-1.41891,,,,,5.95522737503052,36.7166900634766,0.197294637560844,-5.17238712310791,43.5861511230469,0.178346082568169,2.04683995246887,27.8898086547852,1.55840408802032,NaN,,,,,,
2451,sn010_2014_m106,m106_422-1,m106_103,14.05.21,-31.5,-5.00016666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4707,4,Estimated,from,Biovolume,Rainer,Kiko,0.49016,Night,27,262.35,36,4,8.233,0.028108,0,2,28.6405,4.178817379281,34.8712160178685,217.285141459264,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.176660710307,376.971459601908,76.9932891897962,43.8135281594432,15.9081757340416,14.3073628167693,3.38706866485564,9.10630685276943,,,,,,,,,,,,,,,,,-0.92699,,,,,5.84381151199341,35.9182014465332,0.196858614683151,-0.0381090641021729,52.927921295166,0.076475977897644,2.15834498405456,28.1798000335693,2.30074715614319,NaN,,,,,,
2452,sn010_2014_m106,m106_423-1,m106_104,14.05.21,-32.0005,-5.11683333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4663,2,Estimated,from,Biovolume,Rainer,Kiko,0.4532,Day,27,258.83,36,4,8.224,0.028,0,2,28.6769,4.23920100880017,34.8758868426701,216.563206696716,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.316422727537,349.005398910582,74.1806213476868,19.0059771857327,19.3843252771616,5.41145496325004,6.03659498139254,,2.2739837312565,,6.53208256886041,,,,,,,,,,,,,,-0.67119,,,,,5.84635972976685,35.8846893310547,0.197265595197678,-1.10710453987122,50.4289932250977,0.0643973127007484,2.14234495162964,28.1884002685547,2.20286440849304,NaN,,,,,,
2453,sn010_2014_m106,m106_424-1,m106_105,14.05.21,-32.5003333333333,-5.2055,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,124,4,Estimated,from,Biovolume,Rainer,Kiko,0.4576,Day,27,256.12,36,4,8.2146,0.027,0,2,28.6537,25.5399271186441,36.2248406779661,191.507796610169,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.547216703583,367.713897273219,111.520043504223,34.6853779076143,9.91665047050325,,,,,,,,,,,,,,,,,,,,-1.28703,,,,,5.84635972976685,35.8846893310547,0.197265595197678,-1.10710453987122,50.4289932250977,0.0643973127007484,2.14234495162964,28.1884002685547,2.20286440849304,NaN,,,,,,
2454,sn010_2014_m106,m106_424-2,m106_106,14.05.21,-32.5005,-5.20533333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4621,4,Estimated,from,Biovolume,Rainer,Kiko,0.3916,Day,27,256.12,36,4,8.2146,0.027,0,2,28.6617,4.3120746585736,34.880745761977,219.182644699762,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.009229797954,562.010808895163,132.331434910409,49.8113853826513,20.8459413378981,12.9023658348267,11.9427129274201,,,7.20487726066409,,,,,,,,,,,,,,,-0.76385,,,,,5.84635972976685,35.8846893310547,0.197265595197678,-1.10710453987122,50.4289932250977,0.0643973127007484,2.14234495162964,28.1884002685547,2.20286440849304,NaN,,,,,,
2455,sn010_2014_m106,m106_425-1,m106_107,14.05.22,-33.0003333333333,-5.29483333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4610,3,Estimated,from,Biovolume,Rainer,Kiko,0.24816,Night,27,272.17,36,4,8.2063,0.027023,0,2,28.6689,4.26851759339705,34.8762557775847,219.175523457863,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.035448298828,1547.80669469977,345.276005923127,80.7555023018004,75.6606199295806,45.000184219364,14.5292942575331,,,,,,,,,,,,,,,,,,-1.09378,,,,,5.84423780441284,35.8493995666504,0.197524935007095,-1.74882757663727,46.0362701416016,0.0483589172363281,2.05013799667358,28.209098815918,2.09631657600403,NaN,,,,,,
2456,sn010_2014_m106,m106_426-1,m106_108,14.05.22,-33.417,-5.36166666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4491,2,Estimated,from,Biovolume,Rainer,Kiko,0.34936,Night,27,353.25,36,4,8.1977,0.027,0,2,28.624,4.39102527301092,34.8808753733006,220.031843102296,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.478480236727,1292.80597120309,196.1497333535,66.7190066383593,15.1389971708326,23.2463677581612,8.40906917606237,4.03148978572398,4.61821292213409,,4.38390654965458,,,,,,,,,,,,,,-0.89582,,,,,5.84423780441284,35.8493995666504,0.197524935007095,-1.74882757663727,46.0362701416016,0.0483589172363281,2.05013799667358,28.209098815918,2.09631657600403,NaN,,,,,,
2457,sn010_2014_m106,m106_427-1,m106_109,14.05.22,-33.8336666666667,-5.443,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4300,3,Estimated,from,Biovolume,Rainer,Kiko,0.23672,Day,27,351.24,36,4,8.1909,0.02697,0,2,28.549,4.56158017241379,34.9002293802423,220.697693383038,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4461140786363,53.7296866046806,79.445847892948,72.7073117013513,37.2906054326857,13.5509478810285,24.832767769255,,,6.77338455470648,,,,,,,,,,,,,,,-0.20356,,,,,5.84423780441284,35.8493995666504,0.197524935007095,-1.74882757663727,46.0362701416016,0.0483589172363281,2.05013799667358,28.209098815918,2.09631657600403,NaN,,,,,,
2458,sn010_2014_m106,m106_428-1,m106_110,14.05.22,-34.1701666666667,-5.50383333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,120,4,Estimated,from,Biovolume,Rainer,Kiko,0.30448,Night,27,319.25,36,4,8.186,0.026056,0,2,28.5526,26.7541695652174,36.6253495652174,202.091565217391,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56648753512475,50.1557699534407,74.6380259801883,55.91901447636,33.7085656960349,13.9710419585284,,,,,,,,,,,,,,,,,,,0.094564,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2459,sn010_2014_m106,m106_428-2,m106_111,14.05.22,-34.1701666666667,-5.50383333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,4124,5,Estimated,from,Biovolume,Rainer,Kiko,0.52888,Night,27,319.25,36,4,8.186,0.026056,0,2,28.5466,4.70410379008746,34.9126349125364,221.003838678328,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4814161701156,62.0314022785949,32.1964419548625,42.9643469406592,23.8137488071274,6.70573651056187,3.51536841931984,2.28089858347592,,,,,,,,,,,,,,,,,-0.60709,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2460,sn010_2014_m106,m106_429-1,m106_112,14.05.23,-34.4006666666667,-5.54433333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3795,10,Estimated,from,Biovolume,Rainer,Kiko,0.90992,Night,27,319.23,36,4,8.1838,0.026,0,2,28.4956,5.00949555908009,34.9282072164948,218.787898493259,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10882163886604,34.8908784123123,13.8043076641221,8.54421195499958,6.68051792731399,2.71525768654013,2.16951809140134,,2.12315851008217,,,,,,,,,,,,,,,,-0.30131,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2461,sn010_2014_m106,m106_430-1,m106_113,14.05.23,-34.599,-5.579,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,3452,2,Estimated,from,Biovolume,Rainer,Kiko,0.49192,Day,27,340.94,36,4,8.1797,0.026124,0,2,28.4249,5.28582302784223,34.9361569025522,222.638271461717,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6563376701302,170.257966516778,59.2086635367194,20.9310242921745,14.7828089198209,11.8118033623204,2.56005172662028,7.22162224760018,2.83039000029235,,2.67055620689653,,,,,,,,,,,,,,-0.61023,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2462,sn010_2014_m106,m106_431-1,m106_114,14.05.23,-34.7675,-5.6085,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,2736,4,Estimated,from,Biovolume,Rainer,Kiko,1.6368,Day,27,343.03,36,4,8.1773,0.026936,0,2,28.1353,6.05695007326007,34.9522283150183,217.752146520147,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6521106476566,50.3961939650864,5.0297207312492,3.38371302508494,1.03229221495945,1.62542872293347,1.07007113328814,,,,,,,,,,,,,,,,,,-1.00872,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2463,sn010_2014_m106,m106_432-1,m106_115,14.05.23,-34.9001666666667,-5.63283333333333,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,1486,4,Estimated,from,Biovolume,Rainer,Kiko,0.45496,Day,27,344.98,36,4,8.1759,0.027705,0,2,27.8435,8.49111554054054,34.9712888513514,193.235047297297,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.381657198976,520.764468675287,92.5937744047101,32.0461628921349,9.08604400096601,12.7132210673142,,,,,,2.88097216265141,,,,,,,,,,,,,-0.64209,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2464,sn010_2014_m106,m106_432-3,m106_116,14.05.23,-34.9001666666667,-5.63216666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,606,1,Estimated,from,Biovolume,Rainer,Kiko,0.5984,Night,27,344.98,36,4,8.1759,0.027705,0,2,27.9722,14.2181131229236,35.4512132890366,196.130631229236,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.564122874905,976.748750098891,190.506130148599,60.0303321554771,13.7884343402534,,,,,,,,,,,,,,,,,,,,-1.38995,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2465,sn010_2014_m106,m106_433-1,m106_117,14.05.23,-34.9336666666667,-5.63816666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,689,4,Estimated,from,Biovolume,Rainer,Kiko,0.86328,Night,27,367.5,36,4,8.1743,0.031606,0,2,27.8129,13.1402998535871,35.3321486090776,196.199853587116,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.508088025173,400.130841875342,120.241012053013,31.7370164615306,9.84349804807328,,,3.02854802769917,,,1.40049502187816,,,,,,,,,,,,,,-0.81489,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2466,sn010_2014_m106,m106_434-1,m106_118,14.05.24,-34.9601666666667,-5.64916666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,284,4,Estimated,from,Biovolume,Rainer,Kiko,0.58608,Night,27,367.5,36,4,8.1743,0.031606,0,2,27.6365,20.2836938848921,36.2956978417266,197.345575539568,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.93903618832,411.781546572514,190.471905234753,48.2506890141583,12.6666345099653,,,3.15478465429649,,,,,,,,,,,,,,,,,-1.00356,,,,,5.83711194992065,35.815990447998,0.198086157441139,-2.60387945175171,37.3021545410156,0.0322397984564304,1.88165187835693,28.1991100311279,1.9518620967865,NaN,,,,,,
2467,sn010_2014_m105,189,13,14.03.19,-24.9671666666667,18.8331666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,603,2,Estimated,from,Biovolume,Rainer,Kiko,0.47256,Night,23,620.74,36,4,8.2049,0.035026,1,1.9134,20.7951,13.1591086811352,35.5358590984975,77.5964774624373,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89255195307466,42.7011358580378,40.6653914554627,26.2291265862358,21.8960359637446,27.8944867384097,7.65226993397806,2.17469496894528,3.65054262086597,,,,,,,,,,,,,,,,-0.29979,,,,,5.14122915267944,36.2946891784668,0.221514359116554,-5.65757322311401,47.0502243041992,0.0953151509165764,0.326582431793213,21.7057991027832,0.197988614439964,NaN,,,,,,
2468,sn010_2014_m105,191,15,14.03.19,-24.2831666666667,17.583,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,949,3,Estimated,from,Biovolume,Rainer,Kiko,0.34496,Day,23,625.74,36,4,8.1998,0.038697,1,2,20.7343,13.7371008375209,35.6624189279732,91.1859128978224,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7833673734955,86.7488575440092,77.4035151058518,52.2149262347651,11.5022675592753,16.6339465206267,9.0113504464485,,3.32050139249362,,,,,,,,,,,,,,,,-0.46289,,,,,5.14724063873291,36.150089263916,0.219118997454643,-3.86651229858398,43.0923309326172,0.0940985605120659,0.302768021821976,21.9659900665283,0.0637062340974808,NaN,,,,,,
2469,sn010_2014_m105,192,16,14.03.21,-20.0828333333333,16.5831666666667,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,960,2,Estimated,from,Biovolume,Rainer,Kiko,0.352,Night,23.934,1163.1,35,5,8.1797,0.080397,2,2,21.3685,11.4055896480331,35.465086231884,112.319420289855,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9126495178847,252.539373589864,281.413490142536,111.148116364907,78.2026723266355,20.8665392868863,23.9646481521036,19.4430641100321,,,,,,,,,,,,,,,,,-0.35108,,,,,5.03386497497559,35.8745994567871,0.227675601840019,-7.54905033111572,38.5812225341797,0.251672863960266,1.01611685752869,21.264009475708,0.416536420583725,NaN,,,,,,
2470,sn010_2014_m105,219,41,14.03.26,-20.5001666666667,8.9995,zooplankton,6,UVP,mounted,on,rosette,,,1008,3201,1005,1,Estimated,from,Biovolume,Rainer,Kiko,0.31064,Day,26.904,472.89,35,4,8.2098,0.04011,0,2,24.0584,19.2512131313131,35.6676767676767,130.56909090909,,,mm3,m-3,mm-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3254235038807,93.2796257956157,86.4043759119103,64.835330609073,27.15984458047,23.6560802440099,13.1199726093831,,,,,,,,,,,,,,,,,,-0.36263,,,,,5.51678514480591,35.714298248291,0.202574491500854,-3.5321569442749,23.6915817260742,0.0866161063313484,1.45877933502197,26.2185001373291,0.0497874207794666,NaN,,,,,,
