"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"865","#REF!","Malaspina 2010","S25","","2011-01-10",-35.986,-21.092,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,124,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.013397,203.404877,37,"4",8.112256,0.026711,1,2,26.9,22.31,36.85,NA,0.43,NA,"gC m-3",NA,NA,NA,NA,NA,NA,9480000,5820000,1420000,869000,806000,NA,NA,55500,38000,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.294895305,"","Phytoplankton","phytoplankton","4",0.155336037465062,"forestgreen","phytoplankton",-1.294895305,-1.04035946088147,-1.04035946088147,9.74028166394096e-07,0.985419329624353,1
"866","#REF!","Malaspina 2010","S26","","2011-01-11",-36.9247,-22.9547,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,118,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25,218.536758,36,"4",8.110826,0.026833,1,2,26.42,20.78,36.55,NA,NA,NA,"gC m-3",NA,NA,NA,NA,NA,NA,6150000,3060000,1420000,1230000,403000,NA,NA,132000,52000,18600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.231288804,"","Phytoplankton","phytoplankton","4",NA,"forestgreen","phytoplankton",-1.231288804,-0.866935281167342,-0.866935281167342,1.39812877513104e-06,0.98355627292241,1
"867","#REF!","Malaspina 2010","S27","","2011-01-19",-36.2273,-24.3176,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,112,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24,209,36,"4",8.146636,0.026,1,2,26.56,21.4,36.64,NA,0.43,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.8e+07,17200000,4730000,3780000,2850000,915000,NA,42600,38300,28400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.300306517,"","Phytoplankton","phytoplankton","4",0.155336037465062,"forestgreen","phytoplankton",-1.300306517,-1.1693341794324,-1.1502742480996,5.81263579977225e-06,0.954809642035746,0.983700184542587
"868","#REF!","Malaspina 2010","S28","","2011-01-20",-33.4795,-24.7909,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,120,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24,199,36,"4",8.198654,0.025793,1,1,26.68,21.71,36.73,NA,0.3,0.45,"gC m-3",NA,NA,NA,NA,NA,NA,22200000,9480000,7660000,4880000,2020000,NA,NA,86900,42900,15600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.331989703,"","Phytoplankton","phytoplankton","4",0.113943352306837,"forestgreen","phytoplankton",-1.331989703,-1.18922826819986,-1.18922826819986,2.06099256766874e-06,0.981290943402409,1
"869","#REF!","Malaspina 2010","S29","","2011-01-21",-30.142,-25.4034,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,122,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24,201.504501,36,"4",8.256078,0.025,1,1,25.66,20.14,36.38,NA,0.23,NA,"gC m-3",NA,NA,NA,NA,NA,NA,16800000,4440000,4730000,3290000,1430000,915000,NA,60000,48200,31900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.264691459,"","Phytoplankton","phytoplankton","4",0.0899051114393979,"forestgreen","phytoplankton",-1.264691459,-1.03351963371537,-1.03352830051785,3.53401453763572e-06,0.960771669272317,1.00000838571634
"870","#REF!","Malaspina 2010","S30","","2011-01-22",-27.605,-25.8615,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,138,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.992388,195.617111,36,"4",8.26909,0.024,1,1,NA,19.12,36.18,NA,0.24,NA,"gC m-3",NA,NA,NA,NA,NA,NA,11100000,7700000,5960000,3290000,NA,NA,NA,32900,34100,8400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.367450752,"","Phytoplankton","phytoplankton","4",0.0934216851622351,"forestgreen","phytoplankton",-1.367450752,-1.21698347557761,-1.21698347557761,3.9241224168139e-05,0.973485555047346,1
"871","#REF!","Malaspina 2010","S31","","2011-01-23",-24.2551,-26.4146,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,144,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23,176.100677,36,"4",8.262889,0.023,1.062286,1,24.19,18.41,36.02,NA,0.29,0.14,"gC m-3",NA,NA,NA,NA,NA,NA,1.4e+07,7200000,4730000,3070000,7150000,915000,NA,38700,39200,18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.286328606,"","Phytoplankton","phytoplankton","4",0.110589710299249,"forestgreen","phytoplankton",-1.286328606,-1.13792463437346,-1.11985848110368,9.75293482737031e-05,0.899507295203102,0.984123594195909
"872","#REF!","Malaspina 2010","S32","","2011-01-24",-21.4307,-26.8958,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,128,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23,165.385193,36,"4",8.249013,0.023,2,2,23.58,17.46,35.86,NA,0.29,NA,"gC m-3",NA,NA,NA,NA,NA,NA,17600000,10900000,7030000,2180000,2020000,915000,NA,62800,37400,32700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.301922456,"","Phytoplankton","phytoplankton","4",0.110589710299249,"forestgreen","phytoplankton",-1.301922456,-1.11249932108274,-1.11249932108274,1.11171314559919e-06,0.971774675722621,1
"873","#REF!","Malaspina 2010","S33","","2011-01-25",-18.0918,-27.5531,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,116,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",22,152.707458,36,"4",8.230576,0.022,2,2,23.33,16.48,35.69,NA,0.25,NA,"gC m-3",NA,NA,NA,NA,NA,NA,34300000,16100000,13300000,4330000,3930000,1830000,NA,55100,28500,7270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.442423239,"","Phytoplankton","phytoplankton","4",0.0969100130080564,"forestgreen","phytoplankton",-1.442423239,-1.37801964565521,-1.37986516943295,6.50881755394619e-06,0.953333145619062,1.00133925795874
"874","#REF!","Malaspina 2010","S34","","2011-01-26",-14.7928,-28.0783,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,152,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",22,146.009109,36,"4",8.214971,0.022628,2,2,23.58,18.56,36.06,NA,0.27,NA,"gC m-3",NA,NA,NA,NA,NA,NA,6240000,8070000,5310000,4980000,3490000,915000,NA,46700,38300,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.288812584,"","Phytoplankton","phytoplankton","4",0.103803720955957,"forestgreen","phytoplankton",-1.288812584,-1.10529505656475,-1.10529505656475,8.84795196012769e-05,0.902232520088481,1
"875","#REF!","Malaspina 2010","S35","","2011-01-27",-11.8012,-28.6115,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,140,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21,139.957001,36,"4",8.205189,0.023,2,2,23.37,17.95,35.96,NA,0.27,NA,"gC m-3",NA,NA,NA,NA,NA,NA,27300000,20200000,9240000,6870000,3040000,915000,NA,29500,18300,9840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43091604,"","Phytoplankton","phytoplankton","4",0.103803720955957,"forestgreen","phytoplankton",-1.43091604,-1.41025750015681,-1.41025750015681,3.90791141663718e-06,0.959633418836906,1
"876","#REF!","Malaspina 2010","S37","","2011-01-29",-5.3983,-29.688,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,26,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20,154,35,"5",8.199005,0.025,3,3,22.34,22.21,36.1,NA,0.4,NA,"gC m-3",NA,NA,NA,NA,NA,NA,39300000,28700000,17600000,8450000,2270000,1600000,NA,101000,42600,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.388940746,"","Phytoplankton","phytoplankton","4",0.146128035678238,"forestgreen","phytoplankton",-1.388940746,-1.32431288554725,-1.35856389438749,4.36410253220384e-07,0.978375984190402,1.02586323006748
"877","#REF!","Malaspina 2010","S38","","2011-01-30",-2.45,-30.2534,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,104,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20,180.343719,35,"5",8.199611,0.027238,3,3,22.48,15.95,35.56,NA,0.28,1.35,"gC m-3",NA,NA,NA,NA,NA,NA,36500000,19100000,11900000,8690000,2020000,1600000,NA,68800,33900,23600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.307707889,"","Phytoplankton","phytoplankton","4",0.107209969647868,"forestgreen","phytoplankton",-1.307707889,-1.28154944092427,-1.28154944092427,1.53651879592342e-06,0.969050055907801,1
"878","#REF!","Malaspina 2010","S39","","2011-01-31",0.9678,-30.8817,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,74,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,193.560898,35,"5",8.198592,0.030996,3,3,21.66,17.67,35.68,NA,0.26,NA,"gC m-3",NA,NA,NA,NA,NA,NA,22700000,20200000,15000000,5330000,4010000,915000,NA,84300,45200,37100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.310904819,"","Phytoplankton","phytoplankton","4",0.100370545117563,"forestgreen","phytoplankton",-1.310904819,-1.18964837027887,-1.18964837027887,2.88380603918911e-06,0.962976241598585,1
"879","#REF!","Malaspina 2010","S40","","2011-02-01",3.7153,-31.2912,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,78,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,224.969711,35,"5",8.196123,0.033985,3,3,21.14,16.28,35.55,NA,0.35,NA,"gC m-3",NA,NA,NA,NA,NA,NA,53300000,20200000,14600000,9930000,2020000,915000,NA,112000,45000,33400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.320280381,"","Phytoplankton","phytoplankton","4",0.130333768495006,"forestgreen","phytoplankton",-1.320280381,-1.26155629560772,-1.25632557516651,1.35994802476248e-07,0.984491912290622,0.995853755825705
"880","#REF!","Malaspina 2010","S41","","2011-02-02",6.7804,-31.7697,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,82,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,254,35,"5",8.197042,0.03702,3,3,20.91,16.62,35.53,NA,0.35,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.04e+08,49700000,38500000,21300000,13600000,4100000,NA,149000,77000,23700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.343166009,"","Phytoplankton","phytoplankton","4",0.130333768495006,"forestgreen","phytoplankton",-1.343166009,-1.40024420320817,-1.40024420320817,5.96500441416872e-06,0.954476063758547,1
"881","#REF!","Malaspina 2010","S42","","2011-02-03",9.4002,-32.1101,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,72,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",18,306.494232,35,"5",8.20203,0.039965,2,3,20.91,16.83,35.55,NA,0.37,5.4,"gC m-3",NA,NA,NA,NA,NA,NA,49200000,43600000,20200000,13100000,4970000,1830000,NA,117000,30600,18200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.400099384,"","Phytoplankton","phytoplankton","4",0.136720567156407,"forestgreen","phytoplankton",-1.400099384,-1.3935443928607,-1.3935443928607,1.76201272943971e-06,0.967819659024224,1
"882","#REF!","Malaspina 2010","S43","","2011-02-04",12.7511,-32.7904,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,56,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",18,377,35,"5",8.213662,0.045341,2,4,20.34,19.54,35.45,NA,0.57,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.8e+08,73600000,47300000,24400000,22100000,3190000,NA,128000,39200,7010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.479082692,"","Phytoplankton","phytoplankton","4",0.195899652409234,"forestgreen","phytoplankton",-1.479082692,-1.63911512933558,-1.63693607783988,7.32348249447394e-06,0.95174285586654,0.998670592774907
"883","#REF!","Malaspina 2010","S44","","2011-02-05",15.3941,-33.2727,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,64,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",18,722.702454,35,"5",8.222744,0.051698,2,4,20.76,17.89,35.5,NA,0.88,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.34e+08,59800000,47300000,16100000,11300000,7300000,NA,131000,50500,11600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.422718547,"","Phytoplankton","phytoplankton","4",0.27415784926368,"forestgreen","phytoplankton",-1.422718547,-1.51935331302672,-1.52485617101505,1.04619314207129e-05,0.946597969677133,1.00362184222797
"884","#REF!","Meteor M48/5","Benguela_313","","2000-10-15",11,-19.95,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",18.056597,1726.81824,35,"5",8.195006,0.13608,4.749246,5,16.65,16.65,NA,NA,0.77,0.14,"gC m-3",NA,NA,NA,NA,NA,NA,291000,1.45e+09,70300000,2890000,9270000,720000,1600000,727000,300000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.727360165,"","Phytoplankton","phytoplankton","4",0.247973266361807,"forestgreen","phytoplankton",-0.727360165,-0.963460869438579,-1.21665665989648,0.0442048045904074,0.415540123947972,1.26279820850995
"887","#REF!","Meteor M48/5","Benguela_316","","2000-10-16",11.6167,-19.2667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17.99441,2061,35,"5",8.196,0.170288,5,5,16.73,16.73,NA,NA,1.82,0.13,"gC m-3",NA,NA,NA,NA,NA,NA,56300000,4.71e+09,1080000,1070000,35100000,95700,340000,628000,254000,402000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.028939666,"","Phytoplankton","phytoplankton","4",0.450249108319361,"forestgreen","phytoplankton",-1.028939666,-1.09615277310916,-0.944969408960632,0.0272678279626713,0.475930527843395,0.862078199446862
"888","#REF!","Meteor M48/5","Benguela_317","","2000-10-16",11.75,-19.1833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17.767702,2061,35,"5",8.196015,0.174134,5.043479,5,16.73,16.73,NA,NA,1.6,0.13,"gC m-3",NA,NA,NA,NA,NA,NA,93400000,3.85e+09,6500000,986000,22700000,128000,6520000,501000,139000,465000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.838508663,"","Phytoplankton","phytoplankton","4",0.414973347970818,"forestgreen","phytoplankton",-0.838508663,-1.15131710940725,-1.04100047045251,0.0134460963526175,0.554804512718911,0.904182229158797
"889","#REF!","Meteor M48/5","Benguela_318","","2000-10-16",11.8667,-19.0333,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17.014202,2080.92798,35,"5",8.196537,0.187296,5.918019,5.001295,16.73,16.73,NA,NA,1.6,0.13,"gC m-3",NA,NA,NA,NA,NA,NA,79700000,4.71e+09,32300000,550000,14600000,144000,6350000,1610000,139000,551000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.173336969,"","Phytoplankton","phytoplankton","4",0.414973347970818,"forestgreen","phytoplankton",-1.173336969,-1.13721929294357,-1.01950342271107,0.0161579407116096,0.535373177416443,0.89648797645017
"897","#REF!","Meteor M48/5","Benguela_326","","2000-10-19",12.2667,-20.0167,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17,2043.78845,35,"5",8.195513,0.192701,5,6,16.28,16.28,NA,NA,1.55,0.1,"gC m-3",NA,NA,NA,NA,NA,NA,13900000,1.72e+09,1570000,1220000,6330000,95700,1160000,3700000,161000,42200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.981300331,"","Phytoplankton","phytoplankton","4",0.406540180433955,"forestgreen","phytoplankton",-0.981300331,-1.02460265369421,-0.863780116915628,0.0210770407675072,0.505950693770276,0.843039117458137
"899","#REF!","Meteor M48/5","Benguela_328","","2000-10-19",12.5833,-19.8667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,30,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.797268,2872.59692,35,"5",8.196,0.240665,5.365464,6,21.24,21.24,NA,NA,2.86,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,18500000,1.91e+09,497000,NA,10300000,320000,811000,452000,763000,169000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.844797169,"","Phytoplankton","phytoplankton","4",0.586587304671755,"forestgreen","phytoplankton",-0.844797169,-0.940433440306855,-0.779631212099782,0.0366076247801567,0.486927512117826,0.829012643197157
"901","#REF!","Meteor M48/5","Benguela_330","","2000-10-21",12.25,-21.95,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17.80398,1896.75916,35,"5",8.194,0.133732,4,6,15.83,15.83,NA,NA,0.69,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,1070000,1.33e+09,3400000,1070000,12400000,144000,1350000,929000,23100,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683467225,"","Phytoplankton","phytoplankton","4",0.227886704613674,"forestgreen","phytoplankton",-0.683467225,-1.06956415610309,-0.955375654576238,0.0239244607063334,0.491366426331653,0.89323828694588
"903","#REF!","Meteor M48/5","Benguela_332","","2000-10-21",12.8667,-21.6167,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17,1829.32629,35,"5",8.194103,0.179551,4.000775,6.007667,15.68,15.68,NA,NA,1.05,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,NA,9.13e+08,18100000,457000,30300000,512000,6090000,1400000,278000,674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.945631959,"","Phytoplankton","phytoplankton","4",0.311753861055754,"forestgreen","phytoplankton",-0.945631959,-0.979685049004345,-1.01180472790974,0.035599137450232,0.490631757084461,1.03278571918397
"904","#REF!","Meteor M48/5","Benguela_333","","2000-10-21",13.0333,-21.5333,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17,2173.84863,35,"5",8.194944,0.192867,4.189836,6.237891,15.6,15.6,NA,NA,1.44,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,NA,2.32e+09,9380000,1290000,1.6e+07,NA,888000,501000,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.539414897,"","Phytoplankton","phytoplankton","4",0.387389826338729,"forestgreen","phytoplankton",-1.539414897,-1.57805679682553,-1.51789427096467,0.0105848422795674,0.759609178293991,0.961875563679402
"905","#REF!","Meteor M48/5","Benguela_334","","2000-10-21",13.1833,-21.4667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17,2532.96314,35,"5",8.195,0.211711,4.81475,6.954829,15.6,15.6,NA,NA,1.14,0.08,"gC m-3",NA,NA,NA,NA,NA,NA,2.77e+08,2.5e+09,40600000,835000,9080000,NA,1790000,100000,NA,84500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.463395204,"","Phytoplankton","phytoplankton","4",0.330413773349191,"forestgreen","phytoplankton",-1.463395204,-1.51303883037456,-1.4503673787745,0.0033597106082144,0.785707715130739,0.958579085782913
"906","#REF!","Meteor M48/5","Benguela_335","","2000-10-21",13.35,-21.3833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.226715,2668.9585,35,"5",8.195,0.269829,5,7,15.53,15.53,NA,NA,1.33,0.08,"gC m-3",NA,NA,NA,NA,NA,NA,92300000,2.96e+09,75900000,457000,9290000,NA,652000,201000,NA,253000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.194951662,"","Phytoplankton","phytoplankton","4",0.367355921026019,"forestgreen","phytoplankton",-1.194951662,-1.3262651353926,-1.24439400309164,0.0128926510349843,0.670697706538894,0.938269407740463
